BaseID,Name,Level,HealthMax,ManaMax,Attack,Defence,AtkRate,SkillList,SkillParameters,Armor,Block,MagicDef,Gold,ExpGain,HealthRegen,ManaRegen,Speed
278,暗影莱汀,20,3750,0,0,720,320,"6,42",33,0,0,10,0,1500,0,0,3
279,暗影沃瑞尔,20,3750,0,0,720,320,"15,31","2100-4-90,35-2-12",0,0,20,0,2250,0,0,3
280,暗影维加德,20,3750,0,0,720,320,"12,61,63","2400,3200-1&1,4",0,0,40,0,2280,0,0,3
281,精锐贝基拉冈,20,3750,0,0,720,320,"17,70","250,5-30",0,0,15,0,2300,0,0,3
282,暗影特里斯特,20,3750,0,0,720,320,"100,101","5-5-10,5-5-10",0,0,0,0,2350,0,0,3
283,暗影亚切尔,20,3750,0,0,720,320,"8,103",5-5-15,0,0,20,0,2400,0,0,3
284,暗影加沃雷,21,3750,0,0,720,320,"37,54","1,50",0,0,18,0,2650,0,0,3
285,暗影兰斯,21,3750,0,0,720,320,"4,36","5,1",0,0,25,0,2700,0,0,3
286,暗影菲多洛德,21,3750,0,0,720,320,"5,102","5,5-5-1",0,0,25,0,3000,0,0,3
287,符文中空盔甲,20,3750,0,0,720,320,"31,36","35-2.4-24,2",0,0,0,0,2150,0,0,3
288,寒冬魔导师,20,3750,0,0,720,320,"26,47,88","1250,5-0-100,5-3000-150-80&1",0,0,25,0,2120,0,0,3
289,冰封地狱岩,20,3750,0,0,720,320,"1,18,96","130,1000-1",0,0,0,0,2180,0,0,3
290,祭坛督军,20,3750,0,0,720,320,,,0,0,15,0,2200,0,0,3
291,狂战的巴斯卡,21,3750,0,0,720,320,104,12-1-100,0,0,0,0,50000,0,0,3
292,暗影赛特,20,3750,0,0,720,320,"25,83","7-120-300,70-250",0,0,25,0,2600,0,0,3
293,奇袭的玛科斯,21,3750,0,0,720,320,105,70,0,0,0,0,50000,0,0,3
294,嘲弄的索米尔,21,3750,0,0,720,320,"100,101,102","5-5-10,5-5-10,5-5-1",0,0,0,0,50000,0,0,3
295,无影的炼,19,3750,0,0,720,320,"70,106,107,108","4-24,8500-3,5,6000-15000&1",0,0,21,0,150000,0,0,3
296,暗影格兰特,21,3750,0,0,720,320,"72,75",10-2,0,0,15,0,2800,0,0,3
297,暗影长老,22,3750,0,0,720,320,"68,79","10,2-500-15",0,0,10,0,4000,0,0,3
298,暗影安波拉,21,3750,0,0,720,320,"41,60","4-125-200,150-50",0,0,0,0,2900,0,0,3
299,暗影大长老,23,3750,0,0,720,320,"68,79","10,2-1000-15",0,0,10,0,5000,0,0,3
300,教团苦修者,16,50000,0,0,0,22,"33,34","800-1200,5",0,0,12,0,500,0,0,3
301,玛荷坎达,21,3750,0,0,720,320,82,20,0,0,0,80,2200,0,0,3
302,干燥死者,21,3750,0,0,720,320,"3,14","13,20-2000",0,0,18,80,2200,0,0,3
303,沙漠之翼,21,3750,0,0,720,320,"6,25","42,5-120-200",0,0,8,80,2200,0,0,3
304,失落的灵魂,21,3750,0,0,720,320,"21,41,55","500-100-0,2-200-200",0,0,50,80,2200,0,0,3
305,绿洲掠夺者,21,3750,0,0,720,320,113,120-10,0,0,12,80,2200,0,0,3
306,沙尘小恶魔,21,3750,0,0,720,320,"53,94","10,3-6000",0,0,0,80,2200,0,0,3
307,绿洲掠夺者,21,3750,0,0,720,320,113,120-10,0,0,12,80,2200,0,0,3
308,砂魔法影,21,3750,0,0,720,320,112,2-5000,0,0,15,100,2500,0,0,3
309,大玛荷坎达,21,3750,0,0,720,320,"68,82","300,25",0,0,0,120,3000,0,0,3
310,沙浪骑兵,21,3750,0,0,720,320,"36,72","1,20-2",0,0,20,120,3000,0,0,3
311,绿洲袭击者,21,3750,0,0,720,320,"105,113","50,140-12",0,0,12,100,2500,0,0,3
312,绿洲征战者,22,3750,0,0,720,320,"75,113",100-10,0,0,15,130,3600,0,0,3
313,绿洲侦察者,21,3750,0,0,720,320,"52,59,70","3000,4,4-16",0,0,10,120,3000,0,0,3
314,希尔芙暗杀者,22,3750,0,0,720,320,"114,115",7,0,0,15,150,4200,0,0,3
315,希尔芙风术士,22,3750,0,0,720,320,"10,26,110","5000-100,2400,5-5-150-20",0,0,10,150,4200,0,0,3
316,下级风之祭司,23,3750,0,0,720,320,"10,102,111","18000-200,5-5-1,15-240000",0,0,24,160,4800,0,0,3
317,希尔芙沙斗士,22,3750,0,0,720,320,"31,75",10-2.5-12,0,0,33,150,4200,0,0,3
318,希尔芙沙剑士,23,3750,0,0,720,320,"31,36,75","18-3.5-23,2",0,0,33,160,4800,0,0,3
319,溺毙死者,21,3750,0,0,720,320,"2,3","3000,50",0,0,18,100,2500,0,0,3
320,绿洲君王,22,3750,0,0,720,320,"5,30,31,113","5,305-2,10-3-15,150-20",0,0,18,1000,80000,0,0,3
321,成体夜魇战兵,24,1873,0,388,185,270,"70,72,83","3-30,36-2,25-105",0,0,25,250,8700,0,0,3
322,玛荷坎伊姆,22,3750,0,0,720,320,"82,87","24,12-80",0,0,0,130,3600,0,0,3
323,玛荷坎伊斯托,22,3750,0,0,720,320,"48,82","6000-200,28",0,0,0,150,4200,0,0,3
324,诅咒玛荷坎王,22,3750,0,0,720,320,"47,82","10-0-100,300",0,0,0,1200,100000,0,0,3
325,饥渴死者,22,3750,0,0,720,320,"3,37","60,1",0,0,5,130,3600,0,0,3
326,死之漂泊者,22,3750,0,0,720,320,"3,99,107","100,3",0,0,5,1000,80000,0,0,3
327,地狱吟游者,22,3750,0,0,720,320,"53,95","25,25",0,0,0,130,3600,0,0,3
328,沙暴恶灵,22,3750,0,0,720,320,"94,112","3-15000,4-10000",0,0,20,1000,80000,0,0,3
329,皇家英雄骑士,22,3750,0,0,720,320,"31,36,83,116","32-2-10,5,45-75,8-25-300",0,0,25,250,6500,0,0,3
330,暮影剑圣,23,3750,0,0,720,320,"41,54,72,114,115","3-100-300,45,20-3,8",0,0,0,1500,180000,0,0,3
331,皇家英雄法师,22,3750,0,0,720,320,"12,26,101,117","4000,5000,5-5-10,2000-20",0,0,40,250,6500,0,0,3
332,沙漠哈比,21,3750,0,0,720,320,"6,10","64,2000-180",0,0,10,100,2500,0,0,3
333,飓风沙漠哈比,21,3750,0,0,720,320,"6,118","70,6000-160",0,0,15,120,3000,0,0,3
334,飓风哈比术士,22,3750,0,0,720,320,"6,110,118","70,5-5-200-10,8000-220",0,0,25,130,3600,0,0,3
335,双生沙漠哈比,21,1,0,0,0,100,64,332-2,0,0,0,200,5000,0,0,3
336,沙漠哈比小队,22,1,0,0,0,100,64,332-1&333-1,0,0,0,220,5500,0,0,3
337,巨型沙鹫,21,3750,0,0,720,320,"6,15","38,2800-6-200",0,0,10,200,4000,0,0,3
338,风神翼蛇,22,3750,0,0,720,320,"6,91","44,2",0,0,10,225,5600,0,0,3
339,碧蓝羽翼哈比,21,3750,0,0,720,320,"6,81","50,80000",0,0,0,0,180000,0,0,3
340,克里瑟历斯,40,3750,0,0,720,320,"94,119,120",,0,0,75,225,500000,0,0,3
341,流浪死者,21,3750,0,0,720,320,3,5,0,0,0,0,0,0,0,3
342,漂泊死者,22,3750,0,0,720,320,"3,26,30","5,3300,341-5",0,0,33,150,4200,0,0,3
343,暴风之翼,22,3750,0,0,720,320,"6,10,118",,0,0,20,5000,250000,0,0,3
344,训雷,23,3750,0,0,720,320,"31,36,43,80","10-4-18,3&1,33000-7,3-8&2",0,0,37,5000,250000,0,0,3
345,沙浪骑将,23,3750,0,0,720,320,"36,72,103","3,30-2,5-5-15",0,0,20,160,4800,0,0,3
346,颤栗的凶残,22,3750,0,0,720,320,68,100,0,0,0,0,100000,0,0,3
347,圣魂战兵,23,3750,0,0,720,320,"16,33,78","10-20000,48000-24000,10-800",0,0,75,280,7500,0,0,3
348,绝对正义神甫,23,3750,0,0,720,320,"30,33,34,76",,0,0,30,5000,300000,0,0,3
349,光魔导战甲,22,5000,0,0,720,320,40,1000,0,0,0,0,3000,0,0,3
350,圣光术士,23,5000,0,0,720,320,"26,35,100","4200,70-50,5-5-15",0,0,0,200,6000,0,0,3
351,希尔芙铁弩手,23,3750,0,0,720,320,"31,105","25-2-15,30",0,0,17,160,4800,0,0,3
352,中级风之祭司,25,3750,0,0,720,320,"10,102,111","50000-300,5-5-2,12-900000",0,0,30,400,10000,0,0,3
353,风之精灵,23,5000,0,0,720,320,"103,110,118","7-7-17,7-7-250-20,6000-150",0,0,0,160,4800,0,0,3
354,狂暴猛毒翼蛇,23,3750,0,0,720,320,"29,45,48","15000,25-150-10,15000-300",0,0,0,170,5400,0,0,3
355,希尔芙猎杀者,23,3750,0,0,720,320,"68,114,115","125,9",0,0,0,170,5400,0,0,3
356,高阶守夜骑士,23,3750,0,0,720,320,"31,36","25-3-20,3",0,0,30,150,5000,0,0,3
357,遮面咒术师,23,3750,0,0,720,320,"7,26,58","30000,4500,4-8000-200&1",0,0,20,150,5000,0,0,3
358,坎冬尼斯剑皇,23,3750,0,0,720,320,"80,106","1-32,7500-4&1",0,0,10,165,5500,0,0,3
359,卫火盟弟子,23,3750,0,0,720,320,"70,108","3-24,3300-75000",0,0,18,165,5500,0,0,3
360,厄西埃勇士,24,3750,0,0,720,320,"40,125","5000,37500-3",0,0,0,180,6000,0,0,3
361,诺斯姆骁骑,24,3750,0,0,720,320,"53,100","50,5-5-15",0,0,25,180,6000,0,0,3
362,幻寂魔导师,24,3750,0,0,720,320,"26,92,126,127","7200,12,5-160000-125,120000-3",0,0,20,200,6500,0,0,3
363,诺伦铁壁卫士,24,3750,0,0,720,320,"14,101","20-1500,5-5-15",0,0,50,200,6500,0,0,3
364,星隐游侠,24,3750,0,0,720,320,"31,83","20-2-25,20-100",0,0,36,220,7000,0,0,3
365,荆棘王庭近卫,24,3750,0,0,720,320,"18,128",5-5-50,0,0,36,220,7000,0,0,3
366,蓝心冰川法师,24,3750,0,0,720,320,"26,89,93,133",,0,0,25,250,7500,0,0,3
367,上级圣堂骑士,24,3750,0,0,720,320,"33,72,134","30000-10000,35-2,3-6-50",0,0,12,250,7500,0,0,3
368,赏金神符,20,100,0,0,0,100,,,0,0,0,1000,20000,0,0,3
369,奥术神符,20,100,0,0,0,100,130,,0,0,0,0,0,0,0,3
370,恢复神符,20,100,0,0,0,100,132,,0,0,0,0,0,0,0,3
371,极速神符,20,100,0,0,0,100,129,,0,0,0,0,0,0,0,3
372,双倍神符,20,100,0,0,0,100,131,,0,0,0,0,0,0,0,3
373,精锐天辉战兵,22,3750,0,0,720,320,"31,36","20-2-15,2",0,0,10,50,2000,0,0,3
374,精锐天辉法兵,22,3750,0,0,720,320,"24,26,60","45000,4500,200-30",0,0,25,50,2000,0,0,3
375,精锐天辉甲兵,22,3750,0,0,720,320,"75,134",2-5-30,0,0,40,50,2000,0,0,3
376,天辉战兵小队,22,1,0,0,0,100,135,15-15-15&373-3,0,0,0,150,6000,0,0,3
377,天辉法兵小队,22,1,0,0,0,100,135,15-15-15&374-3,0,0,0,150,6000,0,0,3
378,天辉作战小队,22,1,0,0,0,100,135,10-10-10&374-1&373-1&375-1,0,0,0,150,6000,0,0,3
379,天辉强袭小队,22,1,0,0,0,100,135,10-15-10&373-2&375-1,0,0,0,150,6000,0,0,3
380,天辉奥术小队,22,1,0,0,0,100,135,10-15-10&374-2&375-1,0,0,0,150,6000,0,0,3
381,天辉据守小队,22,1,0,0,0,100,135,20-10-15&374-1&375-2,0,0,0,150,6000,0,0,3
382,协同天辉战兵,22,1,0,0,0,100,135,15-15-15&373-2,0,0,0,100,4000,0,0,3
383,协同天辉甲兵,22,1,0,0,0,100,135,10-15-15&373-1&375-1,0,0,0,100,4000,0,0,3
384,协同天辉法兵,22,1,0,0,0,100,135,15-10-15&374-1&375-1,0,0,0,100,4000,0,0,3
385,天辉战团统军,23,3750,0,0,720,320,136,5-5-20,0,0,24,300,9999,0,0,3
386,剥皮斥候,24,3750,0,0,720,320,"6,36,115","60,3,32",0,0,15,0,500000,0,0,3
387,训仙宇,24,3750,0,0,720,320,"78,79,83,116,137",,0,0,21,5000,900000,0,0,3
388,梦多古,25,3750,0,0,720,320,138,50-100-100,0,0,32,3000,500000,0,0,3
389,西诺比,25,3750,0,0,720,320,"36,54,81,115","1,90,5000000,33",0,0,0,3000,500000,0,0,3
390,艾兹尤格战士,23,3750,0,0,720,320,"139,140","5000,5-5-3",0,0,25,150,5000,0,0,3
391,荒邪猎魂者,23,3750,0,0,720,320,"26,141","5000,1-3",0,0,0,150,5000,0,0,3
392,红雾军团先锋,23,3750,0,0,720,320,104,5-0.5-40,0,0,17,165,5500,0,0,3
393,奥斯塔里剑狂,23,3750,0,0,720,320,"42,96",1500-0.1,0,0,10,165,5500,0,0,3
394,三途川之影,24,3750,0,0,720,320,"29,48,142","22000,135000-300,3",0,0,0,180,6000,0,0,3
395,佤什昂多黑骑,24,3750,0,0,720,320,"53,103","50,5-5-17",0,0,32,180,6000,0,0,3
396,秘湮术士,24,3750,0,0,720,320,"26,30,143","4500,409-1,6-35",0,0,15,200,6500,0,0,3
397,异界狱石,24,3750,0,0,720,320,"17,18,67","1000,10-25",0,0,0,200,6500,0,0,3
398,魂渊战驹,24,3750,0,0,720,320,"11,144",5-5-5-5,0,0,10,220,7000,0,0,3
399,龙蝠幼仔,26,3751,0,0,720,320,"2,6,18,37","18000,55,0.6",0,0,60,220,7000,0,0,3
400,鲁姆思克巫妖,24,3750,0,0,720,320,"26,71","9900,410-Monster02+01&6&80",0,0,25,250,7500,0,0,3
401,精锐戮尽骑士,24,3750,0,0,720,320,"25,31,81","5-200-100,10-2-20,500000",0,0,8,250,7500,0,0,3
402,成体夜魇战兵,24,3750,0,0,720,320,"70,72,83","5-25,15-2.5,25-75",0,0,10,100,3600,0,0,3
403,成体夜魇法兵,24,3750,0,0,720,320,"26,44,61,63","5600,15-5000,15000-2&1,3",0,0,15,100,3600,0,0,3
404,成体夜魇甲兵,24,3750,0,0,720,320,"14,17,82","25-1500,1500,50",0,0,30,100,3600,0,0,3
405,成体夜魇小队,24,1,0,0,0,100,135,30-25-20&403-1&402-1&404-1,0,0,0,300,10800,0,0,3
406,协同成体夜魇,24,1,0,0,0,100,135,15-15-10&403-1&402-1,0,0,0,200,7200,0,0,3
407,协同成体夜魇,24,1,0,0,0,100,135,15-15-10&403-1&404-1,0,0,0,200,7200,0,0,3
408,协同成体夜魇,24,1,0,0,0,100,135,15-15-10&402-1&404-1,0,0,0,200,7200,0,0,3
409,鲜血地狱,23,2222,0,0,0,111,"17,18,68","900,75",0,0,0,0,0,0,0,3
410,瘟疫死者,23,2222,0,0,0,111,"2,3,48,142","15000,100,120000-50,1",0,0,0,0,0,0,0,3
411,阿克苏·卡恩,25,3750,0,0,720,320,"16,104,139,140","5-400000,5-2-25,7500,5-6-4",0,0,32,3000,500000,0,0,3
412,卡罗尔,25,3750,0,0,720,320,"44,96","800-20000,1500-0.5",0,0,32,3000,500000,0,0,3
413,风凌影,24,3750,0,0,720,320,"72,107,114,115,126","35-3,3,100,5-550000-400",0,0,15,5000,900000,0,0,3
414,,50,500,0,100,100,50,,,0,0,100,0,0,0,0,3
415,妖精斥候,23,3750,0,0,720,320,"6,86","33,10-200-15-20",0,0,20,320,3200,0,0,3
416,妖精风行者,24,3750,0,0,720,320,"145,146","1-120000-15-400,5-750",0,0,18,400,4000,0,0,3
417,妖精魔导师,24,3750,0,0,720,320,"26,147,148","8800,5-4000,4-15-1000-2",0,0,20,480,4800,0,0,3
418,传奇妖精,23,3750,0,0,720,320,"6,10",,0,0,20,320,3200,0,0,3
419,三途川之影,24,3750,0,0,720,320,"29,48,142","20000,300000-3000,10",0,0,0,2000,200000,0,0,3
420,恶魔之种,24,3750,0,0,720,320,4,3,0,0,0,0,0,0,0,3
421,恶魔之芽,24,3750,0,0,720,320,4,8,0,0,0,0,0,0,0,3
422,恶魔果实,24,3750,0,0,720,320,4,15,0,0,0,0,0,0,0,3
423,恐怖之种,24,3750,0,0,720,320,44,60-4000,0,0,0,0,0,0,0,3
424,恐怖之芽,24,3750,0,0,720,320,44,90-5000,0,0,0,0,0,0,0,3
425,恐怖果实,24,3750,0,0,720,320,44,150-6000,0,0,0,0,0,0,0,3
426,灾厄之瞳,24,3750,0,0,720,320,"4,44","35,320-20000",0,0,0,0,0,0,0,3
427,封尘魔导士,24,3750,0,0,720,320,"26,125","20000,250000-3",0,0,0,0,0,0,0,3
428,封尘魔导师,24,3750,0,0,720,320,"26,125","4000,250000-3",0,0,0,0,0,0,0,3
429,精锐戮尽骑士,24,3750,0,0,720,320,"25,31,81","5-200-100,10-2-20,900000",0,0,8,0,0,0,0,3
430,火之骁骑,25,3750,0,0,720,320,"53,100","50,5-5-15",0,0,0,0,0,0,0,3
431,水之骁骑,25,3750,0,0,720,320,"53,101","50,5-5-10",0,0,0,0,0,0,0,3
432,黄金骁骑,25,3750,0,0,720,320,"81,136","1000000,5-5-25",0,0,0,0,0,0,0,3
433,丛林幽影,25,122,0,11,2,185,6,70,0,0,30,0,0,0,0,3
434,血腥翼兽,25,1240,0,292,135,220,"6,37","45,0.2",0,0,30,0,0,0,0,3
435,遗忘骑士,25,2100,0,965,788,280,"3,25","10,5-250-160",0,0,30,0,0,0,0,3
436,狂怒兽战士,25,768,0,70,55,115,"11,13",25-3,0,0,30,0,0,0,0,3
437,厄运骑士,25,2100,0,965,788,280,"3,25,38","10,5-250-200,435-SK&8&0",0,0,30,0,0,0,0,3
438,夜魇甲兵,25,3111,0,289,235,140,"14,15","40-2500,135000-5-280",0,0,30,0,0,0,0,3
439,收割盔甲,25,3750,0,0,720,320,"36,72","3,100-2",0,0,30,0,0,0,0,3
440,突风夜魇战兵,25,3750,0,0,720,320,"70,72,83","6-30,45-3,35-95",0,0,30,0,0,0,0,3
441,贝基拉玛修,26,122,0,11,2,185,"58,153","4-50000-160,30-4400-3000",0,0,20,0,7500,0,0,3
442,不朽死者,25,122,0,11,2,185,"3,153","30,40-1500-2500",0,0,10,0,7500,0,0,3
443,诅咒翼兽,26,122,0,11,2,185,"6,141,153","50,2-0.3,25-0-6000",0,0,60,0,7750,0,0,3
444,阴影侍从,25,122,0,11,2,185,"26,49,153","9600,32-2400-3000",0,0,30,0,7750,0,0,3
445,星魂兽人,26,122,0,11,2,185,"31,82,153","15-3-13,50,10-15000-0",0,0,60,0,8000,0,0,3
446,奥术之影,25,122,0,11,2,185,"54,81,92,153","72,1000000,20,10-2000-5000",0,0,50,0,8000,0,0,3
447,续驰暝瑚,26,122,0,11,2,185,"153,154","40-1000-1500,24000-4",0,0,70,0,8250,0,0,3
448,影夜龙将,25,122,0,11,2,185,"18,46,75,153","20-1,25-0-5000",0,0,0,0,8250,0,0,3
449,迷幻噩梦,26,122,0,11,2,185,"41,98,118","2-150-100,5,44000-250",0,0,68,0,8500,0,0,3
450,冰结之瞳,26,122,0,11,2,185,"133,153,155","5-5-320-50,30-0-12000,5-5-80000",0,0,50,0,8500,0,0,3
451,收割盔甲,25,3750,0,0,720,320,"36,72","3,100-2",0,0,30,0,8000,0,0,3
452,法力湮灭者,25,122,0,11,2,185,"31,156","25-2-20,50-20",0,0,30,0,8500,0,0,3
453,影夜龙人长老,25,122,0,11,2,185,"18,26,46,153","25000,20-1,25-0-120000",0,0,0,0,500000,0,0,3
454,玛朵妮丝,25,122,0,11,2,185,"12,26,44,93,117",,0,0,30,0,500000,0,0,3
455,贝基拉玛修,26,122,0,11,2,185,58,4-250000-160,0,0,20,0,0,0,0,3
456,不朽死者,25,122,0,11,2,185,"2,3","350000,30",0,0,10,0,0,0,0,3
457,诅咒翼兽,26,122,0,11,2,185,"6,141","50,2-0.3",0,0,60,0,0,0,0,3
458,阴影侍从,25,122,0,11,2,185,"26,49",9600,0,0,30,0,0,0,0,3
459,星魂兽人,26,122,0,11,2,185,"31,82","15-3-13,50",0,0,60,0,0,0,0,3
460,奥术之影,25,122,0,11,2,185,"54,81,92","72,1000000,20",0,0,50,0,0,0,0,3
461,续驰暝瑚,26,122,0,11,2,185,154,24000-4,0,0,70,0,0,0,0,3
462,影夜龙将,25,122,0,11,2,185,"18,46,75",20-1,0,0,0,0,0,0,0,3
463,法力湮灭者,25,122,0,11,2,185,"31,156","25-2-20,50-20",0,0,30,0,0,0,0,3
464,收割盔甲,25,3750,0,0,720,320,"36,72","3,100-2",0,0,30,0,0,0,0,3
465,汪迪·兰特,25,3750,0,0,720,320,"53,72,80","100,30-3,3-36",0,0,45,0,0,0,0,3
466,天辉强袭大队,21,3750,0,0,720,319,"72,157","15-2,3-0",0,0,30,200,12000,0,0,3
467,天辉奥术大队,21,3750,0,0,720,319,"12,26,157","150000,30000,3-0",0,0,20,200,12000,0,0,3
468,天辉防御大队,21,3750,0,0,720,319,"134,157","2-5-30,4-0",0,0,50,200,12000,0,0,3
469,天辉骁骑营,23,3750,0,0,720,320,"53,100,157","50,5-5-15,4-0",0,0,40,250,15000,0,0,3
470,天辉铁卫营,23,3750,0,0,720,320,"14,101,157","25-2500,5-5-15,5-0",0,0,75,250,15000,0,0,3
471,沉默尖塔,24,25,0,0,0,100,"66,158,159","0.7-1000,7-7-15-5",0,0,75,0,50000,0,0,3
472,天辉神射营,23,3750,0,0,720,320,"52,105,157","300000,30,5-0",0,0,18,250,15000,0,0,3
473,天辉金甲营,24,3750,0,0,720,320,"83,157","75-35,3-0",0,0,45,250,25000,0,0,3
474,普拉斯多,26,3750,0,0,720,320,"13,160","35-5,18-3-80",0,0,50,250,25000,0,0,3
475,,50,500,0,100,100,50,,,0,0,100,0,0,0,0,3
476,小迪姆,309,320,0,120,20,100,,,0,0,0,1,100,0,0,3
477,红迪姆,309,450,0,140,30,100,,,0,0,0,2,200,0,0,3
478,孵化蝙蝠,310,400,0,180,20,300,,,0,0,0,3,300,0,0,3
479,迪教信徒,310,500,0,0,50,100,26,150,0,0,0,4,400,0,0,3
480,朽髅,311,700,0,450,50,100,3,10,0,0,0,5,500,0,0,3
481,黑迪姆,311,1200,0,350,100,100,,,0,0,0,6,600,0,0,3
482,阴影魔,312,800,0,400,150,100,6,50,0,0,0,8,800,0,0,3
483,魉卓怪,312,3200,0,650,120,100,,,0,0,0,10,1000,0,0,3
484,迪教教士,312,1500,0,300,180,100,26,300,0,0,0,11,1100,0,0,3
485,强朽髅,313,2400,0,950,150,100,3,15,0,0,0,13,1300,0,0,3
486,成体蝙蝠,313,1800,0,700,180,400,,,0,0,0,14,1400,0,0,3
487,下级甲儡,313,4000,0,550,450,100,,,0,0,0,15,1500,0,0,3
488,尖角迪姆,314,2500,0,980,400,100,4,3,0,0,0,16,1600,0,0,3
489,迪教杀手,314,3200,0,900,380,900,,,0,0,0,17,1700,0,0,3
490,血髅,315,3200,0,900,300,900,"3,68","10,20",0,0,0,18,1800,0,0,3
491,墙,315,3200,0,900,300,900,66,,0,0,0,19,1900,0,0,3
492,下级魔巢骑兵,316,3200,0,900,300,200,72,20-2,0,0,0,20,2000,0,0,3
493,迪教门徒,316,5000,0,800,600,100,"26,100","500,5-5-10",0,0,0,21,2100,0,0,3
494,迪迪姆,316,3200,0,900,300,100,,,0,0,0,0,20000,0,0,3
495,迪迪姆,317,3200,0,900,300,100,,,0,0,0,22,2400,0,0,3
496,超体蝙蝠,317,1800,0,700,180,900,104,1-0.2-10,0,0,0,23,2700,0,0,3
497,迪教游侠,318,3200,0,900,300,100,8,,0,0,0,24,3000,0,0,3
498,下级魔巢护卫,318,3200,0,900,300,100,"5,53","5,20",0,0,0,25,3300,0,0,3
499,中级甲儡,319,4000,0,550,450,100,,,0,0,0,27,3600,0,0,3
500,冥髅,319,4000,0,550,450,100,"3,11",10,0,0,0,28,3900,0,0,3
501,魉卓勇士,320,4000,0,550,450,100,13,20-3,0,0,0,29,4200,0,0,3
502,阴影迪魔,320,4000,0,550,450,100,"6,114",50,0,0,0,30,4500,0,0,3
503,迪教使徒,321,4000,0,550,450,100,"26,101","1800,5-5-10",0,0,0,32,5000,0,0,3
504,中级魔巢骑兵,321,3200,0,900,300,200,"36,72","1,25-2",0,0,0,34,5500,0,0,3
505,中级魔巢护卫,322,3200,0,900,300,100,"5,53","12,50",0,0,0,36,6000,0,0,3
506,苍白迪姆,322,4000,0,550,450,100,42,,0,0,0,38,6500,0,0,3
507,黑剑魔主,322,4000,0,550,450,100,80,3-10,0,0,0,0,50000,0,0,3
508,硬墙,321,3200,0,900,300,900,66,,0,0,0,30,5000,0,0,3
509,苍白蝙蝠,323,4000,0,550,450,100,41,2-50-200,0,0,0,40,7000,0,0,3
510,法髅,323,4000,0,550,450,100,"3,26","15,2000",0,0,0,40,7500,0,0,3
511,魉卓督军,324,4000,0,550,450,100,113,0-20,0,0,0,42,8000,0,0,3
512,迪教剑王,324,4000,0,550,450,100,,,0,0,0,44,8500,0,0,3
513,强冥髅,325,4000,0,550,450,100,"3,38","10,514-Monster02+05&8&0",0,0,0,0,0,0,0,3
514,强冥髅,325,4000,0,550,450,100,3,10,0,0,0,46,9000,0,0,3
515,上级魔巢护卫,325,3200,0,900,300,100,"5,53","15,80",0,0,0,48,9500,0,0,3
516,迪教圣徒,326,4000,0,550,450,100,"26,128","4000,5-5-50",0,0,0,50,10000,0,0,3
517,阴影魔王,327,4000,0,550,450,100,6,75,0,0,0,60,12000,0,0,3
518,上级魔巢骑兵,327,4000,0,550,450,100,"72,80","30-3,5-15",0,0,0,60,12000,0,0,3
519,上级甲儡,328,4000,0,550,450,100,,,0,0,0,70,14000,0,0,3
520,魔巢壁垒,328,100,0,550,450,100,"66,99",,0,0,0,70,14000,0,0,3
521,魔巢双子·左,328,4000,0,550,450,100,98,5,0,0,0,0,300000,0,0,3
522,魔巢双子·右,328,4000,0,550,450,100,26,7500,0,0,0,0,300000,0,0,3
523,迪迪姆,329,3200,0,900,300,100,,,0,0,0,100,16000,0,0,3
524,异化体蝙蝠,329,3200,0,900,300,100,29,1000,0,0,0,100,16000,0,0,3
525,葬髅,330,3200,0,900,300,100,3,25,0,0,0,120,18000,0,0,3
526,魉卓老祖,330,3200,0,900,300,100,"11,125",10000,0,0,0,120,18000,0,0,3
527,迪教剑圣,331,3200,0,900,300,100,,,0,0,0,140,20000,0,0,3
528,魔巢守护者,331,3200,0,900,300,100,"5,53","10,90",0,0,0,140,20000,0,0,3
529,魔巢黑骑王,332,3200,0,900,300,100,"72,116","25-2.5,5-20-300",0,0,0,160,22000,0,0,3
530,魔巢黑巫王,332,3200,0,900,300,100,"26,138","8000,100-80-80",0,0,0,160,22000,0,0,3
531,黑剑魔主,333,4000,0,550,450,100,"72,80","30-4,3-11",0,0,0,0,900000,0,0,3
532,血影魔兽,333,3200,0,900,300,100,,,0,0,0,180,25000,0,0,3
533,炎龙魔兽,333,3200,0,900,300,100,,,0,0,0,180,25000,0,0,3
534,魔巢贵族,334,3200,0,900,300,100,136,5-5-10,0,0,0,200,30000,0,0,3
535,强葬髅,334,3200,0,900,300,100,"6,26","99,1000",0,0,0,200,30000,0,0,3
536,暗渊近卫,335,3200,0,900,300,100,"47,53","5-0-100,99",0,0,0,225,35000,0,0,3
537,魔巢终极壁垒,335,110,0,900,300,100,"66,99",,0,0,0,225,35000,0,0,3
538,迪教最终兵器,336,3200,0,900,300,100,75,,0,0,0,250,40000,0,0,3
539,迪教狂热使徒,336,3200,0,900,300,100,37,0.1,0,0,0,250,40000,0,0,3
540,暗渊魔主,335,3200,0,900,300,100,,,0,0,0,0,0,0,0,3
541,迪迪姆,336,3200,0,900,300,100,26,10000,0,0,0,0,0,0,0,3
542,魔巢之主·迪,337,3200,0,900,300,100,"36,43,83,107","3,1250000-7,50-100,3",0,0,40,0,0,0,0,3
543,魔巢之主·渊,338,3200,0,900,300,100,"17,47,127","12000,6-5000-100,1800000-4",0,0,32,0,0,0,0,3
